Order_ID,Order_Date,Region,Category,Product,Units_Sold,Unit_Price,Discount,Revenue,Cost,Profit
ORD-0265,2025-03-19,West,Technology,USB-C Hub,8,44.99,0.15,305.93,160.0,145.93
ORD-0266,2025-06-05,Central,Furniture,Office Chair,6,189.99,0.1,1025.95,630.0,395.95
ORD-0267,2025-02-07,Central,Office Supplies,Gel Pen Set,1,9.99,0,9.99,3.5,6.49
ORD-0268,2025-07-08,Central,Technology,Laptop Stand,10,54.99,0.1,494.91,280.0,214.91
ORD-0269,2025-09-17,West,Office Supplies,Notebook Pack,8,14.99,0.1,107.93,48.0,59.93
ORD-0270,2025-11-30,Southeast,Office Supplies,Gel Pen Set,9,9.99,0,89.91,31.5,58.41
ORD-0271,2025-02-01,West,Technology,Mechanical Keyboard,12,79.99,0,959.88,468.0,491.88
ORD-0272,2025-09-16,Southeast,Technology,Wireless Mouse,12,29.99,0.05,341.89,156.0,185.89
ORD-0273,2025-08-13,Southeast,Office Supplies,Printer Paper,5,11.99,0.05,56.95,25.0,31.95
ORD-0274,2025-07-29,Central,Furniture,Office Chair,11,189.99,0.15,1776.41,1155.0,621.41
ORD-0275,2025-06-21,Northeast,Office Supplies,Notebook Pack,9,14.99,0.15,114.67,54.0,60.67
ORD-0276,2025-07-17,Central,Office Supplies,Desk Organizer,6,24.99,0,149.94,60.0,89.94
ORD-0277,2025-10-26,Southeast,Office Supplies,Printer Paper,11,11.99,0.15,112.11,55.0,57.11
ORD-0278,2025-12-06,West,Technology,Laptop Stand,5,54.99,0.1,247.45,140.0,107.45
ORD-0279,2025-07-12,Central,Technology,Laptop Stand,11,54.99,0.15,514.16,308.0,206.16
ORD-0280,2025-08-05,Central,Technology,Mechanical Keyboard,5,79.99,0,399.95,195.0,204.95
ORD-0281,2025-04-20,Central,Office Supplies,Desk Organizer,4,24.99,0,99.96,40.0,59.96
ORD-0282,2025-03-21,Northeast,Office Supplies,Notebook Pack,9,14.99,0.1,121.42,54.0,67.42
ORD-0283,2025-09-27,Northeast,Furniture,Bookshelf,10,119.99,0,1199.9,680.0,519.9
ORD-0284,2025-11-02,West,Technology,Wireless Mouse,3,29.99,0.15,76.47,39.0,37.47
ORD-0285,2025-11-16,Southeast,Furniture,Desk Lamp,1,39.99,0.05,37.99,18.0,19.99
ORD-0286,2025-07-06,Southeast,Office Supplies,Printer Paper,12,11.99,0.05,136.69,60.0,76.69
ORD-0287,2025-04-30,Southeast,Office Supplies,Gel Pen Set,4,9.99,0,39.96,14.0,25.96
ORD-0288,2025-12-14,West,Office Supplies,Printer Paper,7,11.99,0.1,75.54,35.0,40.54
ORD-0289,2025-09-28,West,Technology,Wireless Mouse,10,29.99,0,299.9,130.0,169.9
ORD-0290,2025-05-09,Northeast,Furniture,Desk Lamp,6,39.99,0.1,215.95,108.0,107.95
ORD-0291,2025-02-22,Northeast,Office Supplies,Notebook Pack,3,14.99,0,44.97,18.0,26.97
ORD-0292,2025-08-19,Southeast,Office Supplies,Notebook Pack,4,14.99,0.05,56.96,24.0,32.96
ORD-0293,2025-06-28,Northeast,Office Supplies,Notebook Pack,7,14.99,0.1,94.44,42.0,52.44
ORD-0294,2025-07-11,Southeast,Office Supplies,Notebook Pack,6,14.99,0,89.94,36.0,53.94
ORD-0295,2025-01-15,Central,Technology,Mechanical Keyboard,3,79.99,0,239.97,117.0,122.97
ORD-0296,2025-01-20,Central,Office Supplies,Desk Organizer,12,24.99,0.05,284.89,120.0,164.89
ORD-0297,2025-08-18,Northeast,Technology,Laptop Stand,5,54.99,0,274.95,140.0,134.95
ORD-0298,2025-03-18,West,Technology,Mechanical Keyboard,4,79.99,0,319.96,156.0,163.96
ORD-0299,2025-03-04,Northeast,Technology,USB-C Hub,11,44.99,0.1,445.4,220.0,225.4
ORD-0300,2025-08-23,Northeast,Technology,USB-C Hub,10,44.99,0.1,404.91,200.0,204.91
ORD-0301,2025-01-09,Southeast,Furniture,Standing Desk,5,329.99,0.05,1567.45,1025.0,542.45
ORD-0302,2025-01-01,Central,Technology,USB-C Hub,3,44.99,0.15,114.72,60.0,54.72
ORD-0303,2025-12-09,Northeast,Furniture,Bookshelf,2,119.99,0.1,215.98,136.0,79.98
ORD-0304,2025-10-06,Northeast,Office Supplies,Gel Pen Set,1,9.99,0.15,8.49,3.5,4.99
ORD-0305,2025-07-18,Central,Office Supplies,Notebook Pack,6,14.99,0,89.94,36.0,53.94
ORD-0306,2025-06-26,Southeast,Furniture,Office Chair,10,189.99,0.15,1614.91,1050.0,564.91
ORD-0307,2025-06-20,Southeast,Technology,Mechanical Keyboard,9,79.99,0,719.91,351.0,368.91
ORD-0308,2025-11-26,Southeast,Furniture,Desk Lamp,12,39.99,0.05,455.89,216.0,239.89
ORD-0309,2025-11-20,Southeast,Technology,Laptop Stand,12,54.99,0.05,626.89,336.0,290.89
ORD-0310,2025-01-19,Central,Technology,Laptop Stand,4,54.99,0,219.96,112.0,107.96
ORD-0311,2025-06-11,Central,Furniture,Desk Lamp,9,39.99,0.05,341.91,162.0,179.91
ORD-0312,2025-05-10,Northeast,Furniture,Standing Desk,5,329.99,0,1649.95,1025.0,624.95
ORD-0313,2025-01-25,Central,Office Supplies,Notebook Pack,6,14.99,0.05,85.44,36.0,49.44
ORD-0314,2025-07-24,West,Office Supplies,Printer Paper,3,11.99,0.05,34.17,15.0,19.17
ORD-0315,2025-12-21,West,Office Supplies,Printer Paper,2,11.99,0.15,20.38,10.0,10.38
ORD-0316,2025-08-06,Northeast,Office Supplies,Desk Organizer,9,24.99,0,224.91,90.0,134.91
ORD-0317,2025-06-14,Northeast,Technology,Mechanical Keyboard,11,79.99,0,879.89,429.0,450.89
ORD-0318,2025-06-06,West,Furniture,Desk Lamp,3,39.99,0.15,101.97,54.0,47.97
ORD-0319,2025-08-16,Central,Office Supplies,Notebook Pack,12,14.99,0,179.88,72.0,107.88
ORD-0320,2025-11-11,West,Office Supplies,Notebook Pack,2,14.99,0.15,25.48,12.0,13.48
ORD-0321,2025-11-23,West,Office Supplies,Desk Organizer,1,24.99,0,24.99,10.0,14.99
ORD-0322,2025-11-08,West,Technology,Wireless Mouse,2,29.99,0,59.98,26.0,33.98
ORD-0323,2025-11-27,Central,Office Supplies,Gel Pen Set,10,9.99,0,99.9,35.0,64.9
ORD-0324,2025-11-06,Southeast,Furniture,Desk Lamp,6,39.99,0,239.94,108.0,131.94
ORD-0325,2025-08-16,Northeast,Furniture,Standing Desk,9,329.99,0,2969.91,1845.0,1124.91
ORD-0326,2025-07-23,Central,Furniture,Bookshelf,4,119.99,0,479.96,272.0,207.96
ORD-0327,2025-01-14,Southeast,Office Supplies,Gel Pen Set,9,9.99,0,89.91,31.5,58.41
ORD-0328,2025-05-15,Central,Furniture,Desk Lamp,4,39.99,0.1,143.96,72.0,71.96
ORD-0329,2025-05-27,West,Technology,Laptop Stand,3,54.99,0,164.97,84.0,80.97
ORD-0330,2025-08-20,Southeast,Furniture,Desk Lamp,2,39.99,0.15,67.98,36.0,31.98
ORD-0331,2025-06-13,Central,Furniture,Office Chair,9,189.99,0.1,1538.92,945.0,593.92
ORD-0332,2025-05-29,Central,Technology,Wireless Mouse,6,29.99,0.1,161.95,78.0,83.95
ORD-0333,2025-04-25,Northeast,Technology,Wireless Mouse,4,29.99,0.05,113.96,52.0,61.96
ORD-0334,2025-01-14,Central,Furniture,Bookshelf,8,119.99,0.1,863.93,544.0,319.93
ORD-0335,2025-03-08,Northeast,Technology,Mechanical Keyboard,7,79.99,0.15,475.94,273.0,202.94
ORD-0336,2025-09-03,West,Office Supplies,Notebook Pack,3,14.99,0,44.97,18.0,26.97
ORD-0337,2025-11-25,Northeast,Office Supplies,Gel Pen Set,11,9.99,0.1,98.9,38.5,60.4
ORD-0338,2025-06-26,Southeast,Furniture,Standing Desk,3,329.99,0.05,940.47,615.0,325.47
ORD-0339,2025-09-15,Northeast,Technology,Wireless Mouse,5,29.99,0,149.95,65.0,84.95
ORD-0340,2025-03-24,Central,Furniture,Standing Desk,6,329.99,0.1,1781.95,1230.0,551.95
ORD-0341,2025-05-26,Northeast,Office Supplies,Desk Organizer,11,24.99,0.1,247.4,110.0,137.4
ORD-0342,2025-05-21,Southeast,Furniture,Bookshelf,10,119.99,0.1,1079.91,680.0,399.91
ORD-0343,2025-02-17,Southeast,Furniture,Standing Desk,3,329.99,0.15,841.47,615.0,226.47
ORD-0344,2025-11-16,Central,Furniture,Office Chair,1,189.99,0,189.99,105.0,84.99
ORD-0345,2025-01-24,Central,Furniture,Standing Desk,10,329.99,0.05,3134.9,2050.0,1084.9
ORD-0346,2025-11-13,Northeast,Office Supplies,Printer Paper,11,11.99,0,131.89,55.0,76.89
ORD-0347,2025-09-05,Southeast,Furniture,Desk Lamp,5,39.99,0.05,189.95,90.0,99.95
ORD-0348,2025-02-07,Northeast,Technology,USB-C Hub,7,44.99,0.05,299.18,140.0,159.18
ORD-0349,2025-08-26,Southeast,Office Supplies,Desk Organizer,6,24.99,0.15,127.45,60.0,67.45
ORD-0350,2025-06-13,Central,Office Supplies,Desk Organizer,6,24.99,0.1,134.95,60.0,74.95
ORD-0351,2025-10-15,Northeast,Office Supplies,Desk Organizer,8,24.99,0,199.92,80.0,119.92
ORD-0352,2025-05-17,West,Technology,Wireless Mouse,2,29.99,0,59.98,26.0,33.98
ORD-0353,2025-05-29,West,Furniture,Desk Lamp,4,39.99,0,159.96,72.0,87.96
ORD-0354,2025-06-17,Central,Technology,Wireless Mouse,8,29.99,0.1,215.93,104.0,111.93
ORD-0355,2025-08-28,West,Office Supplies,Gel Pen Set,1,9.99,0,9.99,3.5,6.49
ORD-0356,2025-07-21,West,Technology,Wireless Mouse,10,29.99,0,299.9,130.0,169.9
ORD-0357,2025-01-25,Northeast,Office Supplies,Gel Pen Set,10,9.99,0.15,84.92,35.0,49.92
ORD-0358,2025-12-11,West,Office Supplies,Notebook Pack,2,14.99,0.05,28.48,12.0,16.48
ORD-0359,2025-03-10,Central,Furniture,Bookshelf,7,119.99,0,839.93,476.0,363.93
ORD-0360,2025-01-24,West,Technology,Wireless Mouse,6,29.99,0.1,161.95,78.0,83.95
ORD-0361,2025-05-28,Northeast,Office Supplies,Gel Pen Set,9,9.99,0,89.91,31.5,58.41
ORD-0362,2025-11-16,Northeast,Technology,Laptop Stand,7,54.99,0,384.93,196.0,188.93
ORD-0363,2025-06-23,Central,Technology,Wireless Mouse,10,29.99,0.1,269.91,130.0,139.91
ORD-0364,2025-07-25,Northeast,Technology,Laptop Stand,3,54.99,0.15,140.22,84.0,56.22
ORD-0365,2025-06-20,West,Furniture,Desk Lamp,3,39.99,0.1,107.97,54.0,53.97
ORD-0366,2025-09-21,Southeast,Office Supplies,Printer Paper,3,11.99,0.05,34.17,15.0,19.17
ORD-0367,2025-11-12,Central,Furniture,Bookshelf,9,119.99,0.1,971.92,612.0,359.92
ORD-0368,2025-09-30,West,Furniture,Bookshelf,8,119.99,0,959.92,544.0,415.92
ORD-0369,2025-07-08,Central,Furniture,Office Chair,7,189.99,0.1,1196.94,735.0,461.94
ORD-0370,2025-06-07,Northeast,Furniture,Desk Lamp,5,39.99,0.15,169.96,90.0,79.96
ORD-0371,2025-10-24,Southeast,Furniture,Office Chair,10,189.99,0.05,1804.9,1050.0,754.9
ORD-0372,2025-03-29,West,Technology,Wireless Mouse,1,29.99,0.1,26.99,13.0,13.99
ORD-0373,2025-12-25,Northeast,Technology,Laptop Stand,8,54.99,0,439.92,224.0,215.92
ORD-0374,2025-08-03,Southeast,Office Supplies,Desk Organizer,7,24.99,0.1,157.44,70.0,87.44
ORD-0375,2025-11-10,West,Furniture,Office Chair,12,189.99,0,2279.88,1260.0,1019.88
ORD-0376,2025-09-23,Southeast,Furniture,Bookshelf,11,119.99,0.05,1253.9,748.0,505.9
ORD-0377,2025-09-27,West,Office Supplies,Desk Organizer,8,24.99,0.1,179.93,80.0,99.93
ORD-0378,2025-06-25,Central,Furniture,Bookshelf,10,119.99,0.05,1139.9,680.0,459.9
ORD-0379,2025-04-09,Southeast,Office Supplies,Printer Paper,4,11.99,0,47.96,20.0,27.96
ORD-0380,2025-05-28,Southeast,Furniture,Desk Lamp,6,39.99,0.05,227.94,108.0,119.94
ORD-0381,2025-06-28,Central,Office Supplies,Notebook Pack,10,14.99,0.15,127.42,60.0,67.42
ORD-0382,2025-10-06,West,Office Supplies,Printer Paper,3,11.99,0,35.97,15.0,20.97
ORD-0383,2025-01-22,Central,Furniture,Office Chair,6,189.99,0.05,1082.94,630.0,452.94
ORD-0384,2025-12-02,Central,Furniture,Desk Lamp,4,39.99,0,159.96,72.0,87.96
ORD-0385,2025-10-03,Central,Furniture,Bookshelf,3,119.99,0,359.97,204.0,155.97
ORD-0386,2025-11-12,Southeast,Technology,Laptop Stand,11,54.99,0.1,544.4,308.0,236.4
ORD-0387,2025-04-26,Southeast,Technology,Laptop Stand,7,54.99,0,384.93,196.0,188.93
ORD-0388,2025-08-30,Northeast,Furniture,Standing Desk,1,329.99,0.1,296.99,205.0,91.99
ORD-0389,2025-03-22,West,Furniture,Desk Lamp,8,39.99,0.15,271.93,144.0,127.93
ORD-0390,2025-04-13,Central,Office Supplies,Printer Paper,11,11.99,0,131.89,55.0,76.89
ORD-0391,2025-02-15,Southeast,Furniture,Office Chair,3,189.99,0.05,541.47,315.0,226.47
ORD-0392,2025-04-01,Northeast,Office Supplies,Gel Pen Set,3,9.99,0.15,25.47,10.5,14.97
ORD-0393,2025-05-29,Northeast,Technology,Mechanical Keyboard,10,79.99,0.1,719.91,390.0,329.91
ORD-0394,2025-02-24,Central,Office Supplies,Gel Pen Set,11,9.99,0.1,98.9,38.5,60.4
ORD-0395,2025-09-26,West,Technology,USB-C Hub,5,44.99,0,224.95,100.0,124.95
ORD-0396,2025-02-27,Central,Technology,USB-C Hub,11,44.99,0,494.89,220.0,274.89
ORD-0397,2025-04-06,Northeast,Furniture,Bookshelf,5,119.99,0.1,539.95,340.0,199.95
ORD-0398,2025-12-12,Southeast,Technology,USB-C Hub,7,44.99,0.1,283.44,140.0,143.44
ORD-0399,2025-06-17,Northeast,Office Supplies,Notebook Pack,3,14.99,0,44.97,18.0,26.97
ORD-0400,2025-09-02,Central,Technology,Laptop Stand,5,54.99,0.05,261.2,140.0,121.2
ORD-0401,2025-05-01,West,Office Supplies,Printer Paper,5,11.99,0.1,53.96,25.0,28.96
ORD-0402,2025-10-21,Northeast,Office Supplies,Printer Paper,12,11.99,0,143.88,60.0,83.88
ORD-0403,2025-02-01,Northeast,Office Supplies,Printer Paper,3,11.99,0.05,34.17,15.0,19.17
ORD-0404,2025-12-18,Central,Furniture,Office Chair,11,189.99,0,2089.89,1155.0,934.89
ORD-0405,2025-07-08,Southeast,Technology,Wireless Mouse,8,29.99,0,239.92,104.0,135.92
ORD-0406,2025-08-21,Central,Office Supplies,Gel Pen Set,9,9.99,0.15,76.42,31.5,44.92
ORD-0407,2025-04-22,Southeast,Furniture,Office Chair,9,189.99,0.05,1624.41,945.0,679.41
ORD-0408,2025-09-28,Central,Technology,Laptop Stand,1,54.99,0.1,49.49,28.0,21.49
ORD-0409,2025-09-16,Southeast,Furniture,Standing Desk,3,329.99,0,989.97,615.0,374.97
ORD-0410,2025-09-24,West,Technology,Wireless Mouse,12,29.99,0.1,323.89,156.0,167.89
ORD-0411,2025-09-08,Northeast,Furniture,Desk Lamp,1,39.99,0.05,37.99,18.0,19.99
ORD-0412,2025-03-09,West,Office Supplies,Notebook Pack,9,14.99,0.05,128.16,54.0,74.16
ORD-0413,2025-12-11,Central,Furniture,Office Chair,7,189.99,0,1329.93,735.0,594.93
ORD-0414,2025-01-02,Southeast,Furniture,Office Chair,1,189.99,0.05,180.49,105.0,75.49
ORD-0415,2025-06-26,Northeast,Furniture,Office Chair,2,189.99,0.05,360.98,210.0,150.98
ORD-0416,2025-01-17,Central,Office Supplies,Desk Organizer,3,24.99,0.15,63.72,30.0,33.72
ORD-0417,2025-11-27,West,Office Supplies,Gel Pen Set,8,9.99,0.05,75.92,28.0,47.92
ORD-0418,2025-07-12,Northeast,Furniture,Standing Desk,11,329.99,0,3629.89,2255.0,1374.89
ORD-0419,2025-03-02,Southeast,Furniture,Desk Lamp,9,39.99,0,359.91,162.0,197.91
ORD-0420,2025-04-25,Northeast,Technology,Mechanical Keyboard,8,79.99,0.15,543.93,312.0,231.93
ORD-0421,2025-10-06,West,Furniture,Desk Lamp,4,39.99,0,159.96,72.0,87.96
ORD-0422,2025-08-24,Central,Technology,Mechanical Keyboard,4,79.99,0.15,271.97,156.0,115.97
ORD-0423,2025-02-27,Northeast,Furniture,Desk Lamp,10,39.99,0,399.9,180.0,219.9
ORD-0424,2025-05-04,Southeast,Technology,Laptop Stand,10,54.99,0,549.9,280.0,269.9
ORD-0425,2025-08-17,Northeast,Technology,Laptop Stand,7,54.99,0.05,365.68,196.0,169.68
ORD-0426,2025-04-30,Southeast,Technology,Wireless Mouse,9,29.99,0,269.91,117.0,152.91
ORD-0427,2025-04-30,Central,Furniture,Bookshelf,4,119.99,0,479.96,272.0,207.96
ORD-0428,2025-03-15,Southeast,Office Supplies,Printer Paper,5,11.99,0,59.95,25.0,34.95
ORD-0429,2025-10-13,Southeast,Furniture,Desk Lamp,9,39.99,0.05,341.91,162.0,179.91
ORD-0430,2025-01-25,Central,Furniture,Desk Lamp,9,39.99,0,359.91,162.0,197.91
ORD-0431,2025-12-23,West,Office Supplies,Desk Organizer,5,24.99,0.05,118.7,50.0,68.7
ORD-0432,2025-04-05,West,Technology,Wireless Mouse,5,29.99,0.15,127.46,65.0,62.46
ORD-0433,2025-03-15,West,Technology,USB-C Hub,7,44.99,0.1,283.44,140.0,143.44
ORD-0434,2025-09-29,Southeast,Office Supplies,Desk Organizer,5,24.99,0,124.95,50.0,74.95
ORD-0435,2025-06-19,Northeast,Office Supplies,Printer Paper,2,11.99,0.1,21.58,10.0,11.58
ORD-0436,2025-04-08,Northeast,Office Supplies,Gel Pen Set,11,9.99,0.1,98.9,38.5,60.4
ORD-0437,2025-11-05,Northeast,Technology,Wireless Mouse,10,29.99,0.15,254.91,130.0,124.91
ORD-0438,2025-12-10,Southeast,Office Supplies,Desk Organizer,6,24.99,0,149.94,60.0,89.94
ORD-0439,2025-01-08,Southeast,Technology,Laptop Stand,12,54.99,0.05,626.89,336.0,290.89
ORD-0440,2025-05-05,Southeast,Office Supplies,Desk Organizer,9,24.99,0,224.91,90.0,134.91
ORD-0441,2025-05-25,West,Office Supplies,Printer Paper,5,11.99,0,59.95,25.0,34.95
ORD-0442,2025-07-04,West,Office Supplies,Notebook Pack,12,14.99,0.05,170.89,72.0,98.89
ORD-0443,2025-06-13,Southeast,Office Supplies,Printer Paper,7,11.99,0,83.93,35.0,48.93
ORD-0444,2025-10-16,Southeast,Furniture,Standing Desk,1,329.99,0,329.99,205.0,124.99
ORD-0445,2025-10-11,West,Office Supplies,Desk Organizer,4,24.99,0,99.96,40.0,59.96
ORD-0446,2025-04-28,West,Furniture,Standing Desk,8,329.99,0.1,2375.93,1640.0,735.93
ORD-0447,2025-12-02,Central,Office Supplies,Gel Pen Set,12,9.99,0.15,101.9,42.0,59.9
ORD-0448,2025-09-09,West,Technology,Mechanical Keyboard,3,79.99,0,239.97,117.0,122.97
ORD-0449,2025-10-07,West,Technology,Laptop Stand,9,54.99,0,494.91,252.0,242.91
ORD-0450,2025-02-08,Northeast,Technology,USB-C Hub,3,44.99,0.15,114.72,60.0,54.72
ORD-0451,2025-04-29,Northeast,Furniture,Standing Desk,1,329.99,0,329.99,205.0,124.99
ORD-0452,2025-09-16,West,Office Supplies,Notebook Pack,10,14.99,0.15,127.42,60.0,67.42
ORD-0453,2025-12-08,West,Furniture,Desk Lamp,1,39.99,0,39.99,18.0,21.99
ORD-0454,2025-09-30,West,Technology,Laptop Stand,9,54.99,0.15,420.67,252.0,168.67
ORD-0455,2025-05-21,Central,Technology,USB-C Hub,3,44.99,0,134.97,60.0,74.97
ORD-0456,2025-02-19,Southeast,Technology,Wireless Mouse,10,29.99,0.1,269.91,130.0,139.91
ORD-0457,2025-05-10,Central,Office Supplies,Gel Pen Set,2,9.99,0,19.98,7.0,12.98
ORD-0458,2025-07-27,West,Furniture,Standing Desk,12,329.99,0,3959.88,2460.0,1499.88
ORD-0459,2025-06-03,Northeast,Furniture,Office Chair,2,189.99,0.05,360.98,210.0,150.98
ORD-0460,2025-07-14,West,Furniture,Desk Lamp,1,39.99,0.15,33.99,18.0,15.99
ORD-0461,2025-01-05,Southeast,Technology,USB-C Hub,7,44.99,0.15,267.69,140.0,127.69
ORD-0462,2025-06-19,Northeast,Furniture,Office Chair,4,189.99,0,759.96,420.0,339.96
ORD-0463,2025-12-21,West,Office Supplies,Notebook Pack,2,14.99,0.15,25.48,12.0,13.48
ORD-0464,2025-05-24,Northeast,Technology,Mechanical Keyboard,1,79.99,0,79.99,39.0,40.99
ORD-0465,2025-10-28,Southeast,Furniture,Desk Lamp,2,39.99,0,79.98,36.0,43.98
ORD-0466,2025-03-25,Southeast,Furniture,Desk Lamp,11,39.99,0.1,395.9,198.0,197.9
ORD-0467,2025-06-19,West,Furniture,Standing Desk,12,329.99,0.15,3365.9,2460.0,905.9
ORD-0468,2025-02-10,Central,Technology,Laptop Stand,7,54.99,0,384.93,196.0,188.93
ORD-0469,2025-02-08,Central,Furniture,Desk Lamp,6,39.99,0,239.94,108.0,131.94
ORD-0470,2025-11-21,Central,Office Supplies,Gel Pen Set,4,9.99,0,39.96,14.0,25.96
ORD-0471,2025-10-11,West,Office Supplies,Desk Organizer,11,24.99,0.1,247.4,110.0,137.4
ORD-0472,2025-12-05,West,Technology,Mechanical Keyboard,4,79.99,0.15,271.97,156.0,115.97
ORD-0473,2025-02-07,Northeast,Office Supplies,Desk Organizer,7,24.99,0.15,148.69,70.0,78.69
ORD-0474,2025-11-21,Southeast,Furniture,Desk Lamp,6,39.99,0,239.94,108.0,131.94
ORD-0475,2025-02-24,Northeast,Technology,Mechanical Keyboard,8,79.99,0,639.92,312.0,327.92
ORD-0476,2025-05-19,Northeast,Technology,Laptop Stand,3,54.99,0.05,156.72,84.0,72.72
ORD-0477,2025-08-18,West,Technology,Laptop Stand,2,54.99,0,109.98,56.0,53.98
ORD-0478,2025-10-11,Northeast,Furniture,Bookshelf,7,119.99,0,839.93,476.0,363.93
ORD-0479,2025-05-30,West,Office Supplies,Notebook Pack,12,14.99,0.1,161.89,72.0,89.89
ORD-0480,2025-05-05,Southeast,Furniture,Desk Lamp,3,39.99,0,119.97,54.0,65.97
ORD-0481,2025-05-18,Central,Office Supplies,Gel Pen Set,3,9.99,0,29.97,10.5,19.47
ORD-0482,2025-03-27,West,Office Supplies,Gel Pen Set,5,9.99,0.05,47.45,17.5,29.95
ORD-0483,2025-02-09,Central,Office Supplies,Desk Organizer,12,24.99,0.15,254.9,120.0,134.9
ORD-0484,2025-09-11,Southeast,Office Supplies,Notebook Pack,3,14.99,0,44.97,18.0,26.97
ORD-0485,2025-01-04,West,Office Supplies,Gel Pen Set,6,9.99,0.05,56.94,21.0,35.94
ORD-0486,2025-06-21,West,Furniture,Standing Desk,5,329.99,0,1649.95,1025.0,624.95
ORD-0487,2025-11-05,Southeast,Office Supplies,Printer Paper,3,11.99,0.05,34.17,15.0,19.17
ORD-0488,2025-06-13,Central,Furniture,Desk Lamp,10,39.99,0,399.9,180.0,219.9
ORD-0489,2025-06-16,West,Office Supplies,Gel Pen Set,6,9.99,0,59.94,21.0,38.94
ORD-0490,2025-10-16,Southeast,Furniture,Standing Desk,11,329.99,0.1,3266.9,2255.0,1011.9
ORD-0491,2025-01-14,West,Furniture,Standing Desk,8,329.99,0,2639.92,1640.0,999.92
ORD-0492,2025-12-21,Northeast,Office Supplies,Gel Pen Set,3,9.99,0.15,25.47,10.5,14.97
ORD-0493,2025-06-05,Southeast,Office Supplies,Desk Organizer,12,24.99,0.05,284.89,120.0,164.89
ORD-0494,2025-07-13,Northeast,Office Supplies,Gel Pen Set,10,9.99,0.05,94.91,35.0,59.91
ORD-0495,2025-10-01,West,Furniture,Office Chair,6,189.99,0.15,968.95,630.0,338.95
ORD-0496,2025-10-02,Northeast,Technology,Wireless Mouse,11,29.99,0.15,280.41,143.0,137.41
ORD-0497,2025-07-01,Southeast,Furniture,Office Chair,10,189.99,0.15,1614.91,1050.0,564.91
ORD-0498,2025-12-13,West,Office Supplies,Gel Pen Set,2,9.99,0,19.98,7.0,12.98
ORD-0499,2025-02-20,Central,Technology,Wireless Mouse,8,29.99,0,239.92,104.0,135.92
ORD-0500,2025-07-20,West,Furniture,Standing Desk,6,329.99,0,1979.94,1230.0,749.94
ORD-0501,2025-09-05,Northeast,Office Supplies,Gel Pen Set,2,9.99,0,19.98,7.0,12.98
ORD-0502,2025-03-14,Central,Office Supplies,Printer Paper,8,11.99,0,95.92,40.0,55.92
ORD-0503,2025-09-24,West,Office Supplies,Gel Pen Set,2,9.99,0.05,18.98,7.0,11.98
ORD-0504,2025-12-23,West,Office Supplies,Notebook Pack,5,14.99,0,74.95,30.0,44.95
ORD-0505,2025-12-30,Northeast,Technology,Mechanical Keyboard,11,79.99,0,879.89,429.0,450.89
ORD-0506,2025-12-13,Southeast,Furniture,Standing Desk,9,329.99,0,2969.91,1845.0,1124.91
ORD-0507,2025-10-10,Southeast,Office Supplies,Gel Pen Set,8,9.99,0,79.92,28.0,51.92
ORD-0508,2025-07-27,Southeast,Technology,USB-C Hub,7,44.99,0,314.93,140.0,174.93
ORD-0509,2025-11-11,Southeast,Office Supplies,Gel Pen Set,7,9.99,0,69.93,24.5,45.43
ORD-0510,2025-12-27,Southeast,Technology,Mechanical Keyboard,12,79.99,0,959.88,468.0,491.88
ORD-0511,2025-10-23,Northeast,Furniture,Standing Desk,6,329.99,0,1979.94,1230.0,749.94
ORD-0512,2025-04-11,West,Technology,Mechanical Keyboard,11,79.99,0.05,835.9,429.0,406.9
ORD-0513,2025-09-28,Central,Furniture,Desk Lamp,10,39.99,0.05,379.91,180.0,199.91
ORD-0514,2025-10-28,Northeast,Office Supplies,Printer Paper,8,11.99,0.1,86.33,40.0,46.33
ORD-0515,2025-03-30,Central,Furniture,Office Chair,11,189.99,0,2089.89,1155.0,934.89
ORD-0516,2025-06-10,Northeast,Technology,Mechanical Keyboard,2,79.99,0,159.98,78.0,81.98
ORD-0517,2025-07-11,Southeast,Furniture,Desk Lamp,7,39.99,0.1,251.94,126.0,125.94
ORD-0518,2025-03-12,West,Office Supplies,Desk Organizer,8,24.99,0.15,169.93,80.0,89.93
ORD-0519,2025-10-03,Southeast,Furniture,Standing Desk,8,329.99,0,2639.92,1640.0,999.92
ORD-0520,2025-03-13,Southeast,Office Supplies,Gel Pen Set,10,9.99,0,99.9,35.0,64.9
ORD-0521,2025-07-03,Northeast,Office Supplies,Desk Organizer,4,24.99,0.05,94.96,40.0,54.96
ORD-0522,2025-10-15,West,Office Supplies,Gel Pen Set,7,9.99,0.15,59.44,24.5,34.94
ORD-0523,2025-08-16,West,Technology,Laptop Stand,10,54.99,0,549.9,280.0,269.9
ORD-0524,2025-04-23,Central,Technology,Mechanical Keyboard,4,79.99,0.1,287.96,156.0,131.96
ORD-0525,2025-05-28,Southeast,Office Supplies,Gel Pen Set,9,9.99,0.1,80.92,31.5,49.42
ORD-0526,2025-02-27,Northeast,Office Supplies,Printer Paper,9,11.99,0,107.91,45.0,62.91
ORD-0527,2025-08-14,Southeast,Office Supplies,Notebook Pack,12,14.99,0.15,152.9,72.0,80.9
ORD-0528,2025-05-07,Central,Technology,USB-C Hub,5,44.99,0,224.95,100.0,124.95
ORD-0529,2025-02-14,West,Technology,Wireless Mouse,4,29.99,0.15,101.97,52.0,49.97
